timestamp,route_short_name,position_longitude,position_latitude,time
2017-05-16 11:37:48.000 -07:00,026,-123.045364379883,49.2443008422852,1
2017-05-16 11:49:11.000 -07:00,026,-123.045135498047,49.2442665100098,2
2017-05-16 11:50:16.000 -07:00,026,-123.043884277344,49.242748260498,3
2017-05-16 11:51:21.000 -07:00,026,-123.047065734863,49.2394180297852,4
2017-05-16 11:52:26.000 -07:00,026,-123.048202514648,49.2373161315918,5
2017-05-16 11:53:31.000 -07:00,026,-123.043083190918,49.234748840332,6
2017-05-16 11:56:13.000 -07:00,026,-123.04313659668,49.2306518554688,7
2017-05-16 11:56:45.000 -07:00,026,-123.041481018066,49.2275161743164,8
2017-05-16 11:58:22.000 -07:00,026,-123.041015625,49.2252502441406,9
2017-05-16 11:58:54.000 -07:00,026,-123.041069030762,49.2242660522461,10
2017-05-16 12:00:32.000 -07:00,026,-123.045364379883,49.2443008422852,11
2017-05-16 12:01:37.000 -07:00,026,-123.041481018066,49.2160339355469,12
2017-05-16 12:02:42.000 -07:00,026,-123.045364379883,49.2443008422852,13
2017-05-16 12:04:52.000 -07:00,026,-123.029830932617,49.2140502929688,14
2017-05-16 12:06:29.000 -07:00,026,-123.047096252441,49.2393836975098,15
2017-05-16 12:07:01.000 -07:00,026,-123.025436401367,49.2154655456543,16
2017-05-16 12:08:06.000 -07:00,026,-123.04810333252,49.2372665405273,17
2017-05-16 12:09:11.000 -07:00,026,-123.024070739746,49.2174682617188,18
2017-05-16 12:10:49.000 -07:00,026,-123.042953491211,49.2286682128906,19
2017-05-16 12:11:54.000 -07:00,026,-123.026786804199,49.222484588623,20
2017-05-16 12:12:59.000 -07:00,026,-123.041069030762,49.2242012023926,21
2017-05-16 12:14:36.000 -07:00,026,-123.032386779785,49.2200508117676,22
2017-05-16 12:16:13.000 -07:00,026,-123.040130615234,49.2154998779297,23
2017-05-16 12:17:50.000 -07:00,026,-123.032081604004,49.2290840148926,24
2017-05-16 12:19:28.000 -07:00,026,-123.029716491699,49.2122344970703,25
2017-05-16 12:20:33.000 -07:00,026,-123.037399291992,49.2321510314941,26
2017-05-16 12:21:38.000 -07:00,026,-123.025497436523,49.2152481079102,27
2017-05-16 12:22:11.000 -07:00,026,-123.033149719238,49.2368507385254,28
2017-05-16 12:24:03.000 -07:00,026,-123.023651123047,49.2206344604492,29
2017-05-16 12:25:08.000 -07:00,026,-123.045166015625,49.2442817687988,30
2017-05-16 12:25:40.000 -07:00,026,-123.029014587402,49.2226181030273,31
2017-05-16 12:27:17.000 -07:00,026,-123.047218322754,49.2392654418945,32
2017-05-16 12:27:49.000 -07:00,026,-123.032386779785,49.2199516296387,33
2017-05-16 12:28:54.000 -07:00,026,-123.047218322754,49.2392654418945,34
2017-05-16 12:30:31.000 -07:00,026,-123.032165527344,49.2267837524414,35
2017-05-16 12:31:36.000 -07:00,026,-123.04313659668,49.2306327819824,36
2017-05-16 12:33:14.000 -07:00,026,-123.037399291992,49.2321319580078,37
2017-05-16 12:34:19.000 -07:00,026,-123.041015625,49.2251815795898,38
2017-05-16 12:35:24.000 -07:00,026,-123.033264160156,49.2367324829102,39
2017-05-16 12:38:06.000 -07:00,026,-123.036613464355,49.215648651123,40
2017-05-16 12:38:38.000 -07:00,026,-123.045997619629,49.2444839477539,41
2017-05-16 12:40:15.000 -07:00,026,-123.031219482422,49.2154846191406,42
2017-05-16 12:41:20.000 -07:00,026,-123.045364379883,49.2443008422852,43
2017-05-16 12:41:53.000 -07:00,026,-123.029716491699,49.2122344970703,44
2017-05-16 12:42:58.000 -07:00,026,-123.045364379883,49.2443008422852,45
2017-05-16 12:44:03.000 -07:00,026,-123.025466918945,49.2153511047363,46
2017-05-16 12:45:08.000 -07:00,026,-123.045219421387,49.2442817687988,47
2017-05-16 12:46:13.000 -07:00,026,-123.023651123047,49.2206153869629,48
2017-05-16 12:46:45.000 -07:00,026,-123.047203063965,49.2392654418945,49
2017-05-16 12:48:54.000 -07:00,026,-123.029235839844,49.2224006652832,50
2017-05-16 12:49:26.000 -07:00,026,-123.044868469238,49.236198425293,51
2017-05-16 12:51:03.000 -07:00,026,-123.032234191895,49.2252159118652,52
2017-05-16 12:51:35.000 -07:00,026,-123.043014526367,49.2287826538086,53
2017-05-16 12:52:07.000 -07:00,026,-123.032165527344,49.2268333435059,54
